nohup: ignoring input
[[1 2 3]
 [4 5 6]]
| Xavier Initialization
| Xavier Initialization
Use Critic:
False
/local_workspace/liudefen/PycharmProjects/PycharmProjects/GraphRL/gcn/models_gcn.py:85: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  features = F.log_softmax(features.t())
epochs 81 loss 1281.213005065918
epochs 82 loss 1181.522029876709
epochs 83 loss 1141.9113121032715
epochs 84 loss 1199.5076370239258
epochs 85 loss 1177.463954925537
epochs 86 loss 1233.0096588134766
epochs 87 loss 1364.6549453735352
epochs 88 loss 1079.0157012939453
epochs 89 loss 1013.968017578125
epochs 90 loss 1297.2666778564453
epochs 91 loss 1364.4855308532715
epochs 92 loss 1120.628903388977
epochs 93 loss 1304.9375019073486
epochs 94 loss 1349.1841011047363
epochs 95 loss 1396.5491886138916
epochs 96 loss 1434.3269011974335
epochs 97 loss 1431.1427536010742
epochs 98 loss 1468.9090270996094
epochs 99 loss 1373.4603118896484
epochs 100 loss 1435.601490020752
epochs 101 loss 1502.300048828125
epochs 102 loss 1498.620937347412
epochs 103 loss 1604.4304161071777
epochs 104 loss 1472.1960849761963
epochs 105 loss 1442.7619032859802
epochs 106 loss 1452.097080230713
epochs 107 loss 1281.8815531730652
epochs 108 loss 1377.8770370483398
epochs 109 loss 1249.008773803711
epochs 110 loss 1107.1869201660156
epochs 111 loss 1218.6041374206543
epochs 112 loss 1336.2352180480957
epochs 113 loss 1010.7109413146973
epochs 114 loss 1024.192575454712
epochs 115 loss 1195.3809623718262
epochs 116 loss 927.1410789489746
epochs 117 loss 1253.372386932373
epochs 118 loss 1111.6759643554688
epochs 119 loss 1092.357162475586
epochs 120 loss 1172.2158279418945
epochs 121 loss 1144.4643516540527
epochs 122 loss 1197.680739402771
epochs 123 loss 1068.1051216125488
epochs 124 loss 1238.8056244850159
epochs 125 loss 1247.601993560791
epochs 126 loss 1245.4438514709473
epochs 127 loss 1270.432273864746
epochs 128 loss 1216.0588188171387
epochs 129 loss 1429.1240396499634
epochs 130 loss 1442.8985214233398
epochs 131 loss 1234.616611480713
epochs 132 loss 1465.5301933288574
epochs 133 loss 1242.6967010498047
epochs 134 loss 1164.2187843322754
epochs 135 loss 1274.396141052246
epochs 136 loss 1210.0679874420166
epochs 137 loss 1503.3877334594727
epochs 138 loss 1128.4228992462158
epochs 139 loss 1192.3074378967285
epochs 140 loss 1270.8629217147827
epochs 141 loss 1156.3610463142395
epochs 142 loss 1350.5360794067383
epochs 143 loss 1469.534896850586
epochs 144 loss 1417.0531845092773
epochs 145 loss 1397.5822143554688
epochs 146 loss 1283.253517150879
epochs 147 loss 1261.8018913269043
epochs 148 loss 1285.0456771850586
epochs 149 loss 1175.1333122253418
epochs 150 loss 1087.232982635498
epochs 151 loss 1284.0645141601562
epochs 152 loss 1032.4913082122803
epochs 153 loss 1211.455478668213
epochs 154 loss 1189.0177841186523
epochs 155 loss 1318.3724765777588
epochs 156 loss 1072.6242179870605
epochs 157 loss 1343.6306686401367
epochs 158 loss 1285.5890808105469
epochs 159 loss 1448.749750137329
epochs 160 loss 1293.1795959472656
epochs 161 loss 1300.987449645996
epochs 162 loss 1355.8395347595215
epochs 163 loss 1224.3218908309937
epochs 164 loss 1271.1518020629883
epochs 165 loss 1155.186294555664
epochs 166 loss 1236.8803672790527
epochs 167 loss 1086.9020681381226
epochs 168 loss 1190.7026176452637
epochs 169 loss 1104.6753768920898
epochs 170 loss 1242.6886749267578
epochs 171 loss 1000.4607963562012
epochs 172 loss 998.7290987968445
epochs 173 loss 1025.0740585327148
epochs 174 loss 1219.9223642349243
epochs 175 loss 1148.5229377746582
epochs 176 loss 1250.0281295776367
epochs 177 loss 941.337574005127
epochs 178 loss 1111.8659143447876
epochs 179 loss 1102.875500679016
epochs 180 loss 1129.9176898002625
epochs 181 loss 1024.1070098876953
epochs 182 loss 1062.8301391601562
epochs 183 loss 985.7964019775391
epochs 184 loss 935.4394655227661
epochs 185 loss 844.4108581542969
epochs 186 loss 551.5710716247559
epochs 187 loss 435.9386978149414
epochs 188 loss 283.68274879455566
epochs 189 loss 462.3059968948364
epochs 190 loss 397.8736991882324
epochs 191 loss 473.9296360015869
epochs 192 loss 530.2966232299805
epochs 193 loss 373.4025139808655
epochs 194 loss 621.0198020935059
epochs 195 loss 314.0617370605469
epochs 196 loss 570.9062614440918
epochs 197 loss 482.9814033508301
epochs 198 loss 424.82691192626953
epochs 199 loss 248.32220840454102
epochs 200 loss 162.19098663330078
epochs 201 loss 221.68306732177734
epochs 202 loss 484.6756896972656
epochs 203 loss 431.9957857131958
epochs 204 loss 390.01574325561523
epochs 205 loss 495.4610230922699
epochs 206 loss 351.03476667404175
epochs 207 loss 454.0801019668579
epochs 208 loss 294.2048797607422
epochs 209 loss 574.2589836120605
epochs 210 loss 618.9983024597168
epochs 211 loss 537.621862411499
epochs 212 loss 680.7477359771729
epochs 213 loss 631.3704299926758
epochs 214 loss 753.4961795806885
epochs 215 loss 953.7844944000244
epochs 216 loss 893.7959241867065
epochs 217 loss 963.8896369934082
epochs 218 loss 876.569953918457
epochs 219 loss 678.1292796134949
epochs 220 loss 868.2200934886932
epochs 221 loss 780.8019847869873
epochs 222 loss 766.8257942199707
epochs 223 loss 923.7174911499023
epochs 224 loss 898.48805809021
epochs 225 loss 731.5151252746582
epochs 226 loss 806.285831451416
epochs 227 loss 1022.0704040527344
epochs 228 loss 1107.395420074463
epochs 229 loss 1079.7019577026367
epochs 230 loss 957.0024833679199
epochs 231 loss 1078.2430686950684
epochs 232 loss 1163.5584526062012
epochs 233 loss 1181.4997100830078
epochs 234 loss 1233.2903537750244
epochs 235 loss 961.3093719482422
epochs 236 loss 1189.8279762268066
epochs 237 loss 1247.0890426635742
epochs 238 loss 902.8624839782715
epochs 239 loss 958.2389068603516
epochs 240 loss 1104.3691005706787
epochs 241 loss 921.3168640136719
epochs 242 loss 868.8249545097351
epochs 243 loss 956.3835430145264
epochs 244 loss 866.9176483154297
epochs 245 loss 735.3924789428711
epochs 246 loss 1032.8196105957031
epochs 247 loss 1054.4566116333008
epochs 248 loss 565.1950669288635
epochs 249 loss 795.78125
epochs 250 loss 1017.6407585144043
epochs 251 loss 799.42924451828
epochs 252 loss 921.6293420791626
epochs 253 loss 634.6419868469238
epochs 254 loss 654.4018173217773
epochs 255 loss 398.7298583984375
epochs 256 loss 569.1372289657593
epochs 257 loss 362.2461738586426
epochs 258 loss 679.8670120239258
epochs 259 loss 585.4853210449219
epochs 260 loss 770.1410887241364
epochs 261 loss 602.1350917816162
epochs 262 loss 532.3008327484131
epochs 263 loss 706.3431701660156
epochs 264 loss 594.6214351654053
epochs 265 loss 944.0571365356445
epochs 266 loss 841.1401233673096
epochs 267 loss 857.0905170440674
epochs 268 loss 885.0743980407715
epochs 269 loss 856.3739604949951
epochs 270 loss 1025.6628589630127
epochs 271 loss 968.7861251831055
epochs 272 loss 1021.9914360046387
epochs 273 loss 1296.9871215820312
epochs 274 loss 1040.5223693847656
epochs 275 loss 1010.5557060241699
epochs 276 loss 1041.0414352416992
epochs 277 loss 1021.02721118927
epochs 278 loss 998.8467025756836
epochs 279 loss 1110.4917163848877
epochs 280 loss 1023.8070983886719
epochs 281 loss 775.7646484375
epochs 282 loss 1089.2341041564941
