nohup: ignoring input
[[1 2 3]
 [4 5 6]]
| Xavier Initialization
| Xavier Initialization
Supervised Training started
heuristic: min_degree actor learning rate: 0.001 epochs: 200 DataSet: UFSMDataset

Use Critic:
False
/local_workspace/liudefen/PycharmProjects/PycharmProjects/PycharmProjects/gnn/GraphRL/gcn/models_gcn.py:85: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  features = F.log_softmax(features.t())
epochs 52 loss -200.0162353515625
epochs 53 loss -155.1407470703125
epochs 54 loss -147.13807678222656
epochs 55 loss -234.74488830566406
epochs 56 loss -234.96958923339844
epochs 57 loss -212.00514221191406
epochs 58 loss -170.00640869140625
epochs 59 loss -251.61595153808594
epochs 60 loss -290.3749084472656
epochs 61 loss -224.22711181640625
epochs 62 loss -248.5278778076172
epochs 63 loss -193.47593688964844
epochs 64 loss -228.01934814453125
epochs 65 loss -181.6755828857422
epochs 66 loss -177.44351196289062
epochs 67 loss -198.6985321044922
epochs 68 loss -222.83660888671875
epochs 69 loss -198.64828491210938
epochs 70 loss -180.83074951171875
epochs 71 loss -177.17933654785156
epochs 72 loss -237.61837768554688
epochs 73 loss -167.88729858398438
epochs 74 loss -213.31324768066406
epochs 75 loss -256.07891845703125
epochs 76 loss -242.48951721191406
epochs 77 loss -228.53001403808594
epochs 78 loss -158.9630126953125
epochs 79 loss -220.5294647216797
epochs 80 loss -222.36221313476562
epochs 81 loss -232.57598876953125
epochs 82 loss -237.17068481445312
epochs 83 loss -190.57472229003906
epochs 84 loss -139.6516876220703
epochs 85 loss -147.9151153564453
epochs 86 loss -215.41265869140625
epochs 87 loss -177.42672729492188
epochs 88 loss -201.22702026367188
epochs 89 loss -208.29299926757812
epochs 90 loss -224.3863525390625
epochs 91 loss -169.7255401611328
epochs 92 loss -229.08277893066406
epochs 93 loss -196.02593994140625
epochs 94 loss -208.8052978515625
epochs 95 loss -151.12611389160156
epochs 96 loss -216.34078979492188
epochs 97 loss -216.50656127929688
epochs 98 loss -206.95277404785156
epochs 99 loss -220.5833740234375
epochs 100 loss -194.68975830078125
epochs 101 loss -240.27093505859375
epochs 102 loss -172.52719116210938
epochs 103 loss -198.6387481689453
epochs 104 loss -240.32553100585938
epochs 105 loss -238.32553100585938
epochs 106 loss -242.1741485595703
epochs 107 loss -213.22669982910156
epochs 108 loss -255.40785217285156
epochs 109 loss -208.80531311035156
epochs 110 loss -160.0171661376953
epochs 111 loss -226.13211059570312
epochs 112 loss -220.29324340820312
epochs 113 loss -286.5488586425781
epochs 114 loss -198.77064514160156
epochs 115 loss -242.84176635742188
epochs 116 loss -207.6209716796875
epochs 117 loss -245.38363647460938
epochs 118 loss -229.98768615722656
epochs 119 loss -263.3753967285156
epochs 120 loss -254.102783203125
epochs 121 loss -225.84033203125
epochs 122 loss -269.93988037109375
epochs 123 loss -209.78631591796875
epochs 124 loss -276.7638854980469
epochs 125 loss -264.3255920410156
epochs 126 loss -259.7252197265625
epochs 127 loss -273.8088073730469
epochs 128 loss -246.89634704589844
epochs 129 loss -237.1860809326172
epochs 130 loss -283.47283935546875
epochs 131 loss -285.31256103515625
epochs 132 loss -201.21238708496094
epochs 133 loss -292.1499328613281
epochs 134 loss -203.78054809570312
epochs 135 loss -254.09268188476562
epochs 136 loss -214.439208984375
epochs 137 loss -240.23281860351562
epochs 138 loss -231.50387573242188
epochs 139 loss -279.80950927734375
epochs 140 loss -225.84242248535156
epochs 141 loss -178.62144470214844
epochs 142 loss -289.33441162109375
epochs 143 loss -257.5576171875
epochs 144 loss -195.1173553466797
epochs 145 loss -274.26263427734375
epochs 146 loss -172.21556091308594
epochs 147 loss -215.10963439941406
epochs 148 loss -224.6179656982422
epochs 149 loss -224.04901123046875
epochs 150 loss -199.89602661132812
epochs 151 loss -168.80831909179688
epochs 152 loss -164.58480834960938
epochs 153 loss -192.56979370117188
epochs 154 loss -203.4148712158203
epochs 155 loss -213.0018768310547
epochs 156 loss -160.1906280517578
epochs 157 loss -157.9134063720703
epochs 158 loss -233.84788513183594
epochs 159 loss -163.53631591796875
epochs 160 loss -185.09359741210938
epochs 161 loss -211.59715270996094
epochs 162 loss -122.25879669189453
epochs 163 loss -211.83413696289062
epochs 164 loss -143.8214874267578
epochs 165 loss -222.584716796875
epochs 166 loss -97.65949249267578
epochs 167 loss -182.26905822753906
epochs 168 loss -221.46800231933594
epochs 169 loss -220.6079864501953
epochs 170 loss -198.00796508789062
epochs 171 loss -199.87168884277344
epochs 172 loss -118.10079956054688
epochs 173 loss -161.9652557373047
epochs 174 loss -114.750732421875
epochs 175 loss -88.36607360839844
epochs 176 loss -188.99391174316406
epochs 177 loss -120.2771224975586
epochs 178 loss -147.9319610595703
epochs 179 loss -193.08287048339844
epochs 180 loss -142.7984619140625
epochs 181 loss -159.1405029296875
epochs 182 loss -269.002197265625
epochs 183 loss -169.29391479492188
epochs 184 loss -193.894775390625
epochs 185 loss -178.41436767578125
epochs 186 loss -127.04850769042969
epochs 187 loss -140.9385223388672
epochs 188 loss -170.927978515625
epochs 189 loss -203.66873168945312
epochs 190 loss -117.48731994628906
epochs 191 loss -168.2108612060547
epochs 192 loss -161.88449096679688
epochs 193 loss -250.8648681640625
epochs 194 loss -205.73138427734375
epochs 195 loss -117.56533813476562
epochs 196 loss -189.254150390625
epochs 197 loss -175.3434295654297
epochs 198 loss -191.67608642578125
epochs 199 loss -127.51531982421875
epochs 200 loss -171.47767639160156
Use Critic:
False
epochs 0 loss -199.80322265625
parameter name actor.gc1.weight parameter value tensor(1.00000e-04 *
       [[-7.0304]], device='cuda:0')
parameter name actor.gc1.bias parameter value tensor([ 1.3975], device='cuda:0')
parameter name actor.gc2.weight parameter value tensor([[-1.2467]], device='cuda:0')
parameter name actor.gc2.bias parameter value tensor(1.00000e-04 *
       [ 2.2029], device='cuda:0')
epochs 2 loss -134.7451629638672
epochs 3 loss -211.56344604492188
epochs 4 loss -187.7949676513672
epochs 5 loss -198.55149841308594
epochs 6 loss -180.5810546875
epochs 7 loss -229.24620056152344
epochs 8 loss -193.21340942382812
epochs 9 loss -187.46083068847656
epochs 10 loss -201.88133239746094
epochs 11 loss -243.94593811035156
epochs 12 loss -179.49215698242188
epochs 13 loss -189.59341430664062
epochs 14 loss -187.21414184570312
epochs 15 loss -100.01947784423828
epochs 16 loss -198.52880859375
epochs 17 loss -192.49566650390625
epochs 18 loss -208.58660888671875
epochs 19 loss -160.50146484375
epochs 20 loss -168.88992309570312
epochs 21 loss -186.95440673828125
epochs 22 loss -222.58729553222656
epochs 23 loss -199.1036834716797
epochs 24 loss -167.11932373046875
epochs 25 loss -298.796630859375
epochs 26 loss -120.39662170410156
epochs 27 loss -226.98715209960938
epochs 28 loss -190.24105834960938
epochs 29 loss -80.594970703125
epochs 30 loss -197.3063507080078
epochs 31 loss -199.16567993164062
epochs 32 loss -175.3439178466797
epochs 33 loss -184.9402618408203
epochs 34 loss -205.10272216796875
epochs 35 loss -156.19627380371094
epochs 36 loss -167.3095703125
epochs 37 loss -101.445068359375
epochs 38 loss -190.5030059814453
epochs 39 loss -145.94970703125
epochs 40 loss -119.0955810546875
epochs 41 loss -84.3715591430664
epochs 42 loss -141.69638061523438
epochs 43 loss -149.18359375
epochs 44 loss -110.87772369384766
epochs 45 loss -310.03643798828125
epochs 46 loss -217.51480102539062
epochs 47 loss -163.32009887695312
epochs 48 loss -187.7901611328125
epochs 49 loss -144.35147094726562
epochs 50 loss -164.92662048339844
epochs 51 loss -148.609130859375
epochs 52 loss -132.88015747070312
epochs 53 loss -74.7342300415039
epochs 54 loss -46.00006866455078
epochs 55 loss -134.98817443847656
epochs 56 loss -70.44534301757812
epochs 57 loss -135.9066619873047
epochs 58 loss -139.2338409423828
epochs 59 loss -144.13648986816406
epochs 60 loss -123.59064483642578
epochs 61 loss -82.56504821777344
epochs 62 loss -135.33975219726562
epochs 63 loss -36.66023254394531
epochs 64 loss -65.48039245605469
epochs 65 loss -117.19219207763672
epochs 66 loss -80.37332153320312
epochs 67 loss -137.84585571289062
epochs 68 loss -21.86695671081543
epochs 69 loss -110.24471282958984
epochs 70 loss -107.06878662109375
epochs 71 loss -90.53857421875
epochs 72 loss -94.90248107910156
epochs 73 loss -83.68782806396484
epochs 74 loss -12.124472618103027
epochs 75 loss -51.47725296020508
epochs 76 loss -110.50102996826172
epochs 77 loss -97.23649597167969
epochs 78 loss -139.3792724609375
epochs 79 loss -10.229541778564453
epochs 80 loss -57.08005142211914
epochs 81 loss -95.47368621826172
epochs 82 loss -127.77725219726562
epochs 83 loss -50.3929328918457
epochs 84 loss -114.92512512207031
epochs 85 loss -60.87848663330078
epochs 86 loss -78.9574203491211
epochs 87 loss -79.83480072021484
epochs 88 loss -74.88980102539062
epochs 89 loss -68.3493881225586
epochs 90 loss -59.799278259277344
epochs 91 loss -46.77949523925781
epochs 92 loss 40.415245056152344
epochs 93 loss -5.801432132720947
epochs 94 loss -34.71828842163086
epochs 95 loss -9.560229301452637
epochs 96 loss -16.470718383789062
epochs 97 loss -62.68995666503906
epochs 98 loss -27.48387336730957
epochs 99 loss -113.98165130615234
epochs 100 loss -17.00058937072754
epochs 101 loss -59.413414001464844
epochs 102 loss -143.21034240722656
epochs 103 loss -75.16404724121094
epochs 104 loss -104.93099212646484
epochs 105 loss -48.427757263183594
epochs 106 loss -63.53502655029297
epochs 107 loss -21.747665405273438
epochs 108 loss 0.8116583824157715
epochs 109 loss -63.74496841430664
epochs 110 loss -7.377378940582275
epochs 111 loss -7.389097690582275
epochs 112 loss -105.84112548828125
epochs 113 loss -58.1793212890625
epochs 114 loss -3.4900741577148438
epochs 115 loss -23.851526260375977
epochs 116 loss 13.982841491699219
epochs 117 loss -13.748042106628418
epochs 118 loss -24.817615509033203
epochs 119 loss -55.03689193725586
epochs 120 loss -40.30670166015625
epochs 121 loss 23.608671188354492
epochs 122 loss -48.5570068359375
epochs 123 loss -39.91829299926758
epochs 124 loss -29.81203842163086
epochs 125 loss -52.78782272338867
epochs 126 loss -45.0015869140625
epochs 127 loss -43.59320831298828
epochs 128 loss -79.4106216430664
epochs 129 loss 22.074953079223633
epochs 130 loss 54.74044418334961
epochs 131 loss -82.24198150634766
epochs 132 loss -13.711332321166992
epochs 133 loss 35.15673065185547
epochs 134 loss -3.767894744873047
epochs 135 loss -47.053619384765625
epochs 136 loss 49.20563888549805
epochs 137 loss -13.717187881469727
epochs 138 loss -14.045674324035645
epochs 139 loss 47.433197021484375
epochs 140 loss 44.246192932128906
epochs 141 loss 52.9033203125
epochs 142 loss -1.8204975128173828
epochs 143 loss 61.96223449707031
epochs 144 loss -42.98155212402344
epochs 145 loss 6.510834693908691
epochs 146 loss 0.3306870460510254
epochs 147 loss 38.13212585449219
epochs 148 loss 50.49919509887695
epochs 149 loss -8.23711109161377
epochs 150 loss 36.842708587646484
epochs 151 loss 38.90846252441406
epochs 152 loss 26.401283264160156
epochs 153 loss 9.442329406738281
epochs 154 loss 8.795919418334961
epochs 155 loss -80.444091796875
epochs 156 loss -24.047420501708984
epochs 157 loss 51.043434143066406
epochs 158 loss 95.5262451171875
epochs 159 loss 100.46261596679688
epochs 160 loss -31.357772827148438
epochs 161 loss -3.3518147468566895
epochs 162 loss 66.10591125488281
epochs 163 loss 41.752437591552734
epochs 164 loss 63.844482421875
epochs 165 loss 40.061981201171875
epochs 166 loss 31.485376358032227
epochs 167 loss 60.37193298339844
epochs 168 loss 92.15403747558594
epochs 169 loss 73.99065399169922
epochs 170 loss 75.83456420898438
epochs 171 loss 9.494255065917969
epochs 172 loss 90.54325103759766
epochs 173 loss 63.88900375366211
epochs 174 loss 90.65028381347656
epochs 175 loss -56.25550842285156
epochs 176 loss 113.13720703125
epochs 177 loss 64.85243225097656
epochs 178 loss 41.6004753112793
epochs 179 loss -30.915943145751953
epochs 180 loss 35.31446838378906
epochs 181 loss 45.91474151611328
epochs 182 loss 43.88469696044922
epochs 183 loss 33.94553756713867
epochs 184 loss 98.66961669921875
epochs 185 loss 109.68704986572266
epochs 186 loss -7.677424907684326
epochs 187 loss 1.8087387084960938
epochs 188 loss 75.149169921875
epochs 189 loss 13.892701148986816
epochs 190 loss 73.57911682128906
epochs 191 loss 44.229461669921875
epochs 192 loss 123.044677734375
epochs 193 loss 62.59590148925781
epochs 194 loss 128.23838806152344
epochs 195 loss 86.31430053710938
epochs 196 loss 32.90690994262695
epochs 197 loss 45.9841194152832
epochs 198 loss 118.58966064453125
epochs 199 loss 132.73023986816406
epochs 200 loss 24.96143341064453
Use Critic:
False
epochs 0 loss -325.623291015625
parameter name actor.gc1.weight parameter value tensor(1.00000e-04 *
       [[-7.0304]], device='cuda:0')
parameter name actor.gc1.bias parameter value tensor([ 1.3975], device='cuda:0')
parameter name actor.gc2.weight parameter value tensor([[-1.2467]], device='cuda:0')
parameter name actor.gc2.bias parameter value tensor(1.00000e-04 *
       [ 2.2029], device='cuda:0')
epochs 2 loss -171.20706176757812
epochs 3 loss -247.6305694580078
epochs 4 loss -231.46566772460938
epochs 5 loss -180.70382690429688
epochs 6 loss -222.36236572265625
epochs 7 loss -202.27593994140625
epochs 8 loss -246.60763549804688
epochs 9 loss -122.9522933959961
epochs 10 loss -141.5572052001953
epochs 11 loss -167.52633666992188
epochs 12 loss -252.77120971679688
epochs 13 loss -132.96522521972656
epochs 14 loss -325.1980895996094
epochs 15 loss -273.095703125
epochs 16 loss -162.1622772216797
epochs 17 loss -162.9481201171875
epochs 18 loss -173.93685913085938
epochs 19 loss -191.64328002929688
epochs 20 loss -94.80387115478516
epochs 21 loss -118.68841552734375
epochs 22 loss -151.24566650390625
epochs 23 loss -138.74717712402344
epochs 24 loss -105.348388671875
epochs 25 loss -299.172607421875
epochs 26 loss -213.2164764404297
epochs 27 loss -211.6644744873047
epochs 28 loss -242.72293090820312
epochs 29 loss -211.9915771484375
epochs 30 loss -201.2985382080078
epochs 31 loss -458.5087890625
epochs 32 loss -122.25833892822266
epochs 33 loss -44.99275207519531
epochs 34 loss -106.42559814453125
epochs 35 loss -110.90714263916016
epochs 36 loss -265.82080078125
epochs 37 loss -165.80084228515625
epochs 38 loss -172.2814178466797
epochs 39 loss -1026.699951171875
epochs 40 loss -21.00078773498535
epochs 41 loss -89.33539581298828
epochs 42 loss -99.9406967163086
epochs 43 loss -67.0420150756836
epochs 44 loss -102.79409790039062
epochs 45 loss -290.7499084472656
epochs 46 loss -287.5782775878906
epochs 47 loss -217.7161865234375
epochs 48 loss -66.14459228515625
epochs 49 loss 13.769725799560547
epochs 50 loss -3.7043373584747314
epochs 51 loss -29.963790893554688
epochs 52 loss 175.62583923339844
epochs 53 loss -153.71925354003906
epochs 54 loss -47.9269905090332
epochs 55 loss -17.337705612182617
epochs 56 loss -121.9428939819336
epochs 57 loss -10.819313049316406
epochs 58 loss -98.74992370605469
epochs 59 loss -231.94776916503906
epochs 60 loss -113.13304901123047
epochs 61 loss -144.4784698486328
epochs 62 loss -82.09870147705078
epochs 63 loss -219.3489532470703
epochs 64 loss -136.5626678466797
epochs 65 loss -88.16423034667969
epochs 66 loss -52.708126068115234
epochs 67 loss 14.543195724487305
epochs 68 loss -79.13843536376953
epochs 69 loss -24.980039596557617
epochs 70 loss -103.49652099609375
epochs 71 loss -206.63363647460938
epochs 72 loss -68.24256896972656
epochs 73 loss -72.60435485839844
epochs 74 loss 39.68340301513672
epochs 75 loss -53.871612548828125
epochs 76 loss -24.89082145690918
epochs 77 loss -130.78724670410156
epochs 78 loss -159.15188598632812
epochs 79 loss 25.100488662719727
epochs 80 loss -435.7888488769531
epochs 81 loss -173.79994201660156
epochs 82 loss -594.5801391601562
epochs 83 loss -219.79376220703125
epochs 84 loss -87.53195190429688
epochs 85 loss -11.990224838256836
epochs 86 loss -176.74993896484375
epochs 87 loss -339.16094970703125
epochs 88 loss 88.6706314086914
epochs 89 loss -373.91131591796875
epochs 90 loss -224.982421875
epochs 91 loss -145.77381896972656
epochs 92 loss -35.521785736083984
epochs 93 loss -345.5460510253906
epochs 94 loss -183.293212890625
epochs 95 loss -142.78880310058594
epochs 96 loss 25.53204345703125
epochs 97 loss -143.54078674316406
epochs 98 loss -146.78399658203125
epochs 99 loss -37.12631607055664
epochs 100 loss -256.05194091796875
epochs 101 loss 37.123722076416016
epochs 102 loss -390.0941162109375
epochs 103 loss -296.011474609375
epochs 104 loss 62.05221176147461
epochs 105 loss -27.164897918701172
epochs 106 loss -564.5164184570312
epochs 107 loss -255.30975341796875
epochs 108 loss -245.22381591796875
epochs 109 loss -122.25379180908203
epochs 110 loss -123.56999206542969
epochs 111 loss -268.7840881347656
epochs 112 loss -84.88036346435547
epochs 113 loss -188.43760681152344
epochs 114 loss 69.15149688720703
epochs 115 loss -101.42649841308594
epochs 116 loss -49.38294219970703
epochs 117 loss -157.5701446533203
epochs 118 loss 340.2182312011719
epochs 119 loss -62.220733642578125
epochs 120 loss 25.526119232177734
epochs 121 loss -514.0828247070312
epochs 122 loss -256.5313720703125
epochs 123 loss 14.889111518859863
epochs 124 loss -677.3380737304688
epochs 125 loss -24.282573699951172
epochs 126 loss -29.324148178100586
epochs 127 loss -165.8052215576172
epochs 128 loss -151.77459716796875
epochs 129 loss 101.80668640136719
epochs 130 loss 95.38431549072266
epochs 131 loss -217.0089569091797
epochs 132 loss 14.593908309936523
epochs 133 loss 34.038360595703125
epochs 134 loss -385.9157409667969
epochs 135 loss 166.8585662841797
epochs 136 loss 50.61427307128906
epochs 137 loss -389.92926025390625
epochs 138 loss -188.66970825195312
epochs 139 loss -40.20634460449219
epochs 140 loss -346.9349060058594
epochs 141 loss -602.4733276367188
epochs 142 loss -188.14447021484375
epochs 143 loss -119.340087890625
epochs 144 loss -909.079833984375
epochs 145 loss -97.19451904296875
epochs 146 loss 88.79505157470703
epochs 147 loss -207.9573211669922
epochs 148 loss -453.11163330078125
epochs 149 loss -71.83473205566406
epochs 150 loss 23.13482666015625
epochs 151 loss -173.01885986328125
epochs 152 loss 87.97261047363281
epochs 153 loss 757.7783813476562
epochs 154 loss -137.5906982421875
epochs 155 loss -921.6793212890625
epochs 156 loss 667.804443359375
epochs 157 loss 41.697723388671875
epochs 158 loss -62.90493392944336
epochs 159 loss -5.4694671630859375
epochs 160 loss -158.02171325683594
epochs 161 loss -403.8729553222656
epochs 162 loss -82.83682250976562
epochs 163 loss 95.69001007080078
epochs 164 loss -55.80625534057617
epochs 165 loss -98.17184448242188
epochs 166 loss -194.03440856933594
epochs 167 loss -235.41635131835938
epochs 168 loss -31.806018829345703
epochs 169 loss 103.10245513916016
epochs 170 loss -450.2457275390625
epochs 171 loss -125.23751831054688
epochs 172 loss -567.69580078125
epochs 173 loss -89.80864715576172
epochs 174 loss 510.21868896484375
epochs 175 loss -534.5559692382812
epochs 176 loss -508.97625732421875
epochs 177 loss -297.0762939453125
epochs 178 loss -308.2871398925781
epochs 179 loss -352.3829650878906
epochs 180 loss -58.787757873535156
epochs 181 loss 145.4920196533203
epochs 182 loss -2008.12841796875
epochs 183 loss -117.03361511230469
epochs 184 loss 150.817138671875
epochs 185 loss -15.629850387573242
epochs 186 loss 122.62162780761719
epochs 187 loss -4463.93603515625
epochs 188 loss -93.6013412475586
epochs 189 loss -55.027862548828125
epochs 190 loss -452.42718505859375
epochs 191 loss -373.59197998046875
epochs 192 loss -145.86915588378906
epochs 193 loss -59.93941879272461
epochs 194 loss -513.1547241210938
epochs 195 loss -403.5425109863281
epochs 196 loss -617.6761474609375
epochs 197 loss 85.8834228515625
epochs 198 loss -568.7447509765625
epochs 199 loss 80.13945007324219
epochs 200 loss -687.8171997070312
Use Critic:
False
epochs 0 loss -188.22222900390625
parameter name actor.gc1.weight parameter value tensor(1.00000e-04 *
       [[-7.0304]], device='cuda:0')
parameter name actor.gc1.bias parameter value tensor([ 1.3975], device='cuda:0')
parameter name actor.gc2.weight parameter value tensor([[-1.2467]], device='cuda:0')
parameter name actor.gc2.bias parameter value tensor(1.00000e-04 *
       [ 2.2029], device='cuda:0')
epochs 2 loss -528.1051025390625
epochs 3 loss -176.3101043701172
epochs 4 loss -270.6758117675781
epochs 5 loss -277.115234375
epochs 6 loss -242.5168914794922
epochs 7 loss -149.47117614746094
epochs 8 loss -362.7976379394531
epochs 9 loss -286.7059020996094
epochs 10 loss -338.5061340332031
epochs 11 loss -186.19058227539062
epochs 12 loss -400.5166320800781
epochs 13 loss -153.4960174560547
epochs 14 loss -288.1064453125
epochs 15 loss -1951.84765625
epochs 16 loss -259.05059814453125
epochs 17 loss -241.8862762451172
epochs 18 loss -266.480712890625
epochs 19 loss -333.9609680175781
epochs 20 loss -558.5220336914062
epochs 21 loss -265.6313781738281
epochs 22 loss -183.54122924804688
epochs 23 loss -472.3034973144531
epochs 24 loss -319.1958923339844
epochs 25 loss -154.95127868652344
epochs 26 loss -160.7864227294922
epochs 27 loss -167.66065979003906
epochs 28 loss -360.2438659667969
epochs 29 loss -107.9972152709961
epochs 30 loss -428.94610595703125
epochs 31 loss -513.9287109375
epochs 32 loss -387.4565124511719
epochs 33 loss -63.09552001953125
epochs 34 loss -89.16309356689453
epochs 35 loss -343.2785949707031
epochs 36 loss -292.2676696777344
epochs 37 loss -228.85617065429688
epochs 38 loss -390.2412414550781
epochs 39 loss -2957.11474609375
epochs 40 loss -205.87696838378906
epochs 41 loss -1064.87890625
epochs 42 loss -62.19872283935547
epochs 43 loss -377.5207214355469
epochs 44 loss -157.86004638671875
epochs 45 loss -580.985595703125
epochs 46 loss 348.47113037109375
epochs 47 loss -277.6639709472656
epochs 48 loss -389.3924865722656
epochs 49 loss -427.78350830078125
epochs 50 loss -256.13946533203125
epochs 51 loss -45.925289154052734
epochs 52 loss -7251.89697265625
epochs 53 loss -394.419677734375
epochs 54 loss -417.6896057128906
epochs 55 loss -338.3629455566406
epochs 56 loss -519.2274169921875
epochs 57 loss -352.4254150390625
epochs 58 loss -498.8529052734375
epochs 59 loss -406.9384460449219
epochs 60 loss -35.48356628417969
epochs 61 loss -625.177001953125
epochs 62 loss -344.63226318359375
epochs 63 loss -45.69176483154297
epochs 64 loss -661.6023559570312
epochs 65 loss -181.71270751953125
epochs 66 loss -227.61610412597656
epochs 67 loss -203.94036865234375
epochs 68 loss -488.6173095703125
epochs 69 loss -303.95166015625
epochs 70 loss -302.0607604980469
epochs 71 loss -244.42233276367188
epochs 72 loss -454.17041015625
epochs 73 loss -249.65663146972656
epochs 74 loss -815.701171875
epochs 75 loss -211.4088134765625
epochs 76 loss -610.6533203125
epochs 77 loss -815.889892578125
epochs 78 loss -296.9739990234375
epochs 79 loss -984.6792602539062
epochs 80 loss -1059.927001953125
epochs 81 loss 251.65060424804688
epochs 82 loss -940.1378784179688
epochs 83 loss -4217.8017578125
epochs 84 loss -422.3163757324219
epochs 85 loss -219.5775604248047
epochs 86 loss -1018.9599609375
epochs 87 loss -608.8167114257812
epochs 88 loss -133.12701416015625
epochs 89 loss -304.8586730957031
epochs 90 loss -552.4142456054688
epochs 91 loss -210.1981201171875
epochs 92 loss -469.4064636230469
epochs 93 loss -245.25152587890625
epochs 94 loss -243.27955627441406
epochs 95 loss -697.87744140625
epochs 96 loss -181.97802734375
epochs 97 loss -612.6445922851562
epochs 98 loss -385.8763427734375
epochs 99 loss -700.704345703125
epochs 100 loss -803.5087890625
epochs 101 loss -175.0962371826172
epochs 102 loss -847.1427001953125
epochs 103 loss 711.8278198242188
epochs 104 loss -108.33230590820312
epochs 105 loss 4.039690971374512
epochs 106 loss -540.5101318359375
epochs 107 loss 269.4584655761719
epochs 108 loss -114.22574615478516
epochs 109 loss -553.1441650390625
epochs 110 loss -509.9960632324219
epochs 111 loss -765.6162719726562
epochs 112 loss -290.1502685546875
epochs 113 loss -2177.022216796875
epochs 114 loss -655.5283203125
epochs 115 loss -48.98301696777344
epochs 116 loss -566.069580078125
epochs 117 loss -516.6930541992188
epochs 118 loss -641.3525390625
epochs 119 loss -1455.2994384765625
epochs 120 loss -502.7789611816406
epochs 121 loss -1144.138916015625
epochs 122 loss -282.3577880859375
epochs 123 loss -163.4407958984375
epochs 124 loss 1926.510986328125
epochs 125 loss -172.37353515625
epochs 126 loss -208.89108276367188
epochs 127 loss -752.4114379882812
epochs 128 loss -225.26486206054688
epochs 129 loss -741.6638793945312
